Cuisines,Food item,Type,Quantity,Proteins (in g),Carbs (in g),Fats (in g),Fiber (in g),Calcium (in mg),Total (in g),Calories (in Cal),GI,Side,Needside,rating,meat_type
South Karnataka,kadambuttu,veg,1 piece,1.4,13.0,1.4,0.6,4.66,40,70.0,,0,0,5,0
South Karnataka,Kosambari,veg,1 cup,8.4,24.0,6.0,5.3,35.78,166,181.0,,0,0,5,0
South Karnataka,Nuchinunde,veg,1 unde,3.6,9.2,0.9,1.7,11.5,50,59.0,,0,0,5,0
South Karnataka,Kadlekalu Usli,veg,1 cup,9.2,31.8,10.7,14.7,88.61,166,260.0,,0,0,5,0
