central kerala,Kozhi Pidi,non veg,"b,l,d",1 cup,19.2,27.3,14.3,4.6,39.0,216,318.0,,0,0,chicken
central kerala,chapati + yam theeyal,veg,d,1 medium  + 1 bowl,6.24,46.849999999999994,25.78,11.780000000000001,66.46,390,441.6,,1,1,5.0,0
central kerala,chapati + meen peera,non veg,d,1 medium  + 1 cup,19.94,27.45,21.08,6.88,60.0,206,375.6,,1,1,5.0,seafood
