Cuisines,Food item,Type,Quantity,Proteins (in g),Carbs (in g),Fats (in g),Fiber (in g),Calcium (in mg),Total (in g),Calories (in Cal),GI,Side,Needside,rating,meat_type
Malnad,kadubu,veg,1 kadubu,1.4,16.9,0.7,0.7,9.3,45,81.0,,0,0,5,0
Malnad,Pathrode,veg,1 Pathrode,1.7,6.8,3.0,1.7,19.81,30,60.0,,0,0,5,0
Malnad,Menasinakai Bajji,veg,1 bajji,2.4,7.1,9.9,1.5,18.79,80,127.0,,0,0,5,0
Malnad,Kokum,veg,1 cup,1.1,30.9,0.2,3.9,10.13,216,130.0,,0,0,5,0
Malnad,Maddur vada,veg,1 vada,1.5,11.6,5.2,0.7,6.25,28,100.0,,0,0,5,0
