Cuisines,Food item,Type,Quantity,Proteins (in g),Carbs (in g),Fats (in g),Fiber (in g),Calcium (in mg),Total (in g),Calories (in Cal),GI,Side,Needside,rating,meat_type
Nagpur division,Patodi Rassa,veg,1 cup,8.2,24.5,11.8,5.2,76.5,250,236.0,,0,0,5,0
Nagpur division,Sabudana vada,veg,1 piece,1.1,10.8,7.7,0.8,6.88,50,116.0,,0,0,5,0
Nagpur division,Nagpuri Bhel,veg,1 cup,5.1,27.0,8.9,2.9,31.87,93,207.0,,0,0,5,0
Nagpur division,Bhakarwadi,veg,1 serve,2.3,16.2,7.7,2.7,0.0,28,143.0,,0,0,5,0
