Cuisines,Food item,Type,Quantity,Proteins (in g),Carbs (in g),Fats (in g),Fiber (in g),Calcium (in mg),Total (in g),Calories (in Cal),GI,Side,Needside,rating,meat_type
Nagpur division,Zunka Bhakri,veg,1 piece,2.1,6.5,1.6,1.3,9.98,40,48.0,,0,0,5.0,0
Nagpur division,chapati + chicken saoji,non veg,1 medium  + 1 bowl,61.14,24.05,10.18,5.48,79.0,331,432.6,,1,1,5.0,chicken
Nagpur division,chapati + Pithla Bhakri,veg,1 medium  + 1 cup,14.44,49.85,11.88,10.18,43.21,256,364.6,,1,1,5.0,0
Nagpur division,chapati + Kadhi Pakoda,veg,1 medium  + 1 cup,10.54,37.15,20.28,7.68,114.0,290,372.6,,1,1,5.0,0
