Cuisines,Food item,Field 2,Quantity,Protiens (in g),Carbs (in g),Fats (in g),Fiber (in g),Total (in g),Calories (in Cal)
"Jalandar, punjab",amritsari kulcha,,1 poiece,3.7,6.0,24.3,1.1,70,168
"Jalandar, punjab",makki ki roti,,1 piece,2.3,6.5,24.3,2.6,71,162
"Jalandar, punjab",butter chicken,,1 cup,26.1,18.4,7.6,2.1,250,316
"Jalandar, punjab",paneer tikka,,1 piece,4.3,6.0,0.7,0.1,27,75
"Jalandar, punjab",chole bature,,1 serve,8.9,25.0,47.0,6.9,250,445
"Jalandar, punjab",lassi,,1 glass,6.4,8.2,26.4,0.1,250,202
"Jalandar, punjab",dal makhani,,1 cup,10.2,13.9,27.4,9.8,250,274
"Jalandar, punjab",aloo paratha,,1 piece,4.7,6.7,31.2,4.4,100,203
"Jalandar, punjab",jalebi,,1 piece,0.5,3.7,7.6,0.2,25,66
