South Karnataka,chapati + coorgi pandi curry,veg,d,1 medium  + 1 cup,24.240000000000002,22.95,32.08,5.48,46.13,256,481.6,,1,1,5.0
South Karnataka,chapati + Balekai palya,veg,d,1 medium  + 1 cup,6.4399999999999995,52.25,15.78,9.280000000000001,28.76,206,364.6,,1,1,5.0
South Karnataka,chapati + Gojju,veg,d,1 medium  + 1 cup,4.140000000000001,42.05,8.18,4.88,40.66,290,255.6,,1,1,4.0
South Karnataka,chapati + Badanekai Yennegai,veg,d,1 medium  + 1 cup,8.24,32.25,16.28,10.280000000000001,66.88,290,303.6,,1,1,5.0
