amaravati division,Zunka Bhakri,veg,"l,d",1 piece,2.1,6.5,1.6,1.3,9.98,40,48.0,,0,0,0
amaravati division,chapati + paneer varhadi curry,veg,d,1 medium  + 1 bowl,22.14,36.05,29.68,9.68,278.9,390,495.6,,1,1,5.0,0
amaravati division,chapati + Danyachi Amti,veg,d,1 medium  + 1 cup,14.040000000000001,29.35,39.48,12.280000000000001,48.83,290,513.6,,1,1,5.0,0
amaravati division,chapati + Kharda,veg,d,1 medium  + 1 table spoon,4.54,19.95,6.28,4.38,9.6,54,151.6,,1,1,5.0,0
