Cuisines,Food item,Type,Quantity,Proteins (in g),Carbs (in g),Fats (in g),Fiber (in g),Calcium (in mg),Total (in g),Calories (in Cal),GI,Side,Needside,rating,meat_type
Nashik Division,Bhajani Chakli,veg,1 chakli,1.0,6.3,2.6,0.1,3.81,15,51.0,,0,0,5,0
Nashik Division,Bhadang Bhel,veg,1 cup,3.2,13.2,9.6,1.3,16.54,31,147.0,,0,0,5,0
