Cuisines,Food item,Type,Quantity,Proteins (in g),Carbs (in g),Fats (in g),Fiber (in g),Calcium (in mg),Total (in g),Calories (in Cal),GI,Side,Needside,rating,meat_type
Nashik Division,Zunka Bhakri,veg,1 piece,2.1,6.5,1.6,1.3,9.98,40,48.0,,0,0,5.0,0
Nashik Division,chapati + Khandeshi Mutton curry,non veg,1 medium  + 1 bowl,27.84,30.95,31.18,6.98,242.89,390,514.6,,1,1,5.0,mutton
Nashik Division,chapati + Soya Chunks Bhaji,veg,1 medium  + 1 cup,17.24,36.75,10.58,10.38,108.54,290,309.6,,1,1,5.0,0
Nashik Division,chapati + Bharli Vangi,veg,1 medium  + 1 cup,7.939999999999999,33.15,21.28,10.68,51.94,256,349.6,,1,1,5.0,0
Nashik Division,chapati + Danyachi Amti,veg,1 medium  + 1 cup,14.04,29.35,39.48,12.28,48.83,290,513.6,,1,1,5.0,0
Nashik Division,chapati + Papdi Bhaji,veg,1 medium  + 1 bowl,8.24,34.75,16.18,14.98,79.59,273,316.6,,1,1,5.0,0
